query,page,clicks,impressions,ctr,position
postcode 3672,https://www.yourpropertyguide.com.au/postcodes/3672,0,9,0,9.6
postcode 3678,https://www.yourpropertyguide.com.au/suburbs/byawatha-vic-3678,0,1,0,56
postcode 3678,https://www.yourpropertyguide.com.au/suburbs/cheshunt-vic-3678,0,1,0,45
postcode 3678,https://www.yourpropertyguide.com.au/suburbs/peechelba-vic-3678,0,1,0,62
postcode 3678,https://www.yourpropertyguide.com.au/suburbs/waldara-vic-3678,0,2,0,50.5
postcode 3678,https://www.yourpropertyguide.com.au/suburbs/wangaratta-south-vic-3678,0,1,0,66
postcode 3690,https://www.yourpropertyguide.com.au/postcodes/3690,0,53,0,9.5
postcode 3691,https://www.yourpropertyguide.com.au/postcodes/3091,0,2,0,39.5
postcode 3700,https://www.yourpropertyguide.com.au/suburbs/jarvis-creek-vic-3700,0,1,0,12
postcode 3722,https://www.yourpropertyguide.com.au/postcodes/3722,0,6,0,6.8
postcode 3722,https://www.yourpropertyguide.com.au/suburbs/barwite-vic-3722,0,2,0,18
postcode 3723,https://www.yourpropertyguide.com.au/suburbs/piries-vic-3723,0,15,0,9.6
postcode 3735,https://www.yourpropertyguide.com.au/postcodes/3735,0,2,0,11
postcode 3735,https://www.yourpropertyguide.com.au/suburbs/whorouly-vic-3735,0,1,0,11
postcode 3737,https://www.yourpropertyguide.com.au/suburbs/mudgegonga-vic-3737,0,1,0,11
postcode 3750,https://www.yourpropertyguide.com.au/postcodes/3750,0,6,0,16
postcode 3750 victoria,https://www.yourpropertyguide.com.au/suburbs/wollert-vic-3750,0,2,0,11
postcode 3752,https://www.yourpropertyguide.com.au/postcodes/3052,0,1,0,33
postcode 3752,https://www.yourpropertyguide.com.au/postcodes/6152,0,1,0,32
postcode 3753,https://www.yourpropertyguide.com.au/suburbs/beveridge-vic-3753,0,1,0,12
postcode 3754,https://www.yourpropertyguide.com.au/postcodes/3754,0,1,0,15
postcode 3761,https://www.yourpropertyguide.com.au/suburbs/st-andrews-vic-3761,0,1,0,11
postcode 3764,https://www.yourpropertyguide.com.au/postcodes/3764,0,7,0,9.9
postcode 3764,https://www.yourpropertyguide.com.au/suburbs/kilmore-vic-3764,0,14,0,8.7
postcode 3764,https://www.yourpropertyguide.com.au/suburbs/tantaraboo-vic-3764,0,5,0,10.6
postcode 3770,https://www.yourpropertyguide.com.au/postcodes/3770,0,3,0,12.3
postcode 3777,https://www.yourpropertyguide.com.au/suburbs/healesville-main-street-vic-3777,0,1,0,22
postcode 3777,https://www.yourpropertyguide.com.au/suburbs/healesville-vic-3777,0,1,0,11
postcode 3800,https://www.yourpropertyguide.com.au/postcodes/3800,0,4,0,8.2
postcode 3802,https://www.yourpropertyguide.com.au/suburbs/endeavour-hills-vic-3802,0,1,0,21
postcode 3803,https://www.yourpropertyguide.com.au/postcodes/3803,0,1,0,37
postcode 3803,https://www.yourpropertyguide.com.au/suburbs/hallam-vic-3803,0,1,0,32
postcode 3807,https://www.yourpropertyguide.com.au/postcodes/3807,0,1,0,1
postcode 3809,https://www.yourpropertyguide.com.au/postcodes/3809,0,2,0,28
postcode 3810,https://www.yourpropertyguide.com.au/suburbs/pakenham-south-vic-3810,0,2,0,1
postcode 3812,https://www.yourpropertyguide.com.au/suburbs/nar-nar-goon-vic-3812,0,1,0,11
postcode 3816,https://www.yourpropertyguide.com.au/postcodes/3816,0,1,0,11
postcode 3818,https://www.yourpropertyguide.com.au/suburbs/drouin-vic-3818,0,17,0,9.8
postcode 3840,https://www.yourpropertyguide.com.au/postcodes/3840,0,2,0,9.5
postcode 3870,https://www.yourpropertyguide.com.au/postcodes/3870,0,1,0,8
postcode 3891,https://www.yourpropertyguide.com.au/suburbs/genoa-vic-3891,0,1,0,10
postcode 3891,https://www.yourpropertyguide.com.au/suburbs/maramingo-creek-vic-3891,0,1,0,9
postcode 3891,https://www.yourpropertyguide.com.au/suburbs/wangarabell-vic-3891,0,1,0,9
postcode 3892,https://www.yourpropertyguide.com.au/postcodes/3892,0,4,0,7.8
postcode 3900,https://www.yourpropertyguide.com.au/postcodes/3900,0,6,0,9.5
postcode 3909,https://www.yourpropertyguide.com.au/postcodes/3909,0,6,0,8.3
postcode 3910,https://www.yourpropertyguide.com.au/suburbs/langwarrin-vic-3910,0,2,0,11
postcode 3911,https://www.yourpropertyguide.com.au/postcodes/3911,0,4,0,11.5
postcode 3912,https://www.yourpropertyguide.com.au/postcodes/3912,0,2,0,8.5
postcode 3912,https://www.yourpropertyguide.com.au/suburbs/somerville-vic-3912,0,1,0,1
postcode 3925,https://www.yourpropertyguide.com.au/postcodes/3925,0,9,0,5.4
postcode 3925,https://www.yourpropertyguide.com.au/suburbs/cape-woolamai-vic-3925,0,1,0,10
postcode 3934,https://www.yourpropertyguide.com.au/suburbs/mount-martha-vic-3934,0,1,0,11
postcode 3936,https://www.yourpropertyguide.com.au/postcodes/3936,0,1,0,16
postcode 3936,https://www.yourpropertyguide.com.au/suburbs/dromana-vic-3936,0,1,0,25
postcode 3936,https://www.yourpropertyguide.com.au/suburbs/dromana-vic-3936/dorothea-crescent,0,1,0,35
postcode 3939,https://www.yourpropertyguide.com.au/postcodes/3139,0,1,0,32
postcode 3939,https://www.yourpropertyguide.com.au/postcodes/3739,0,1,0,49
postcode 3939,https://www.yourpropertyguide.com.au/suburbs/rosebud-vic-3939,0,1,0,10
postcode 3941,https://www.yourpropertyguide.com.au/postcodes/3941,0,1,0,31
postcode 3953,https://www.yourpropertyguide.com.au/suburbs/leongatha-vic-3953,0,1,0,33
postcode 3976,https://www.yourpropertyguide.com.au/postcodes/3976,0,3,0,10.7
postcode 3978,https://www.yourpropertyguide.com.au/postcodes/3978,0,22,0,9.2
postcode 3980,https://www.yourpropertyguide.com.au/postcodes/3980,0,3,0,10.7
postcode 3981,https://www.yourpropertyguide.com.au/postcodes/3981,0,7,0,9.9
postcode 3981,https://www.yourpropertyguide.com.au/suburbs/koo-wee-rup-north-vic-3981,0,2,0,11.5
postcode 3984,https://www.yourpropertyguide.com.au/suburbs/caldermeade-vic-3984,0,1,0,32
postcode 3990,https://www.yourpropertyguide.com.au/postcodes/3990,0,4,0,7
postcode 3996,https://www.yourpropertyguide.com.au/postcodes/3996,0,13,0,10.9
postcode 3999,https://www.yourpropertyguide.com.au/postcodes/3099,0,3,0,28.3
postcode 3999,https://www.yourpropertyguide.com.au/postcodes/3699,0,1,0,26
postcode 4000,https://www.yourpropertyguide.com.au/suburbs/brisbane-gpo-qld-4000,0,1,0,21
postcode 4000 australia,https://www.yourpropertyguide.com.au/postcodes/4000,0,1,0,9
postcode 4000 australia,https://www.yourpropertyguide.com.au/suburbs/brisbane-gpo-qld-4000,0,2,0,22
postcode 4005,https://www.yourpropertyguide.com.au/postcodes/4005,0,41,0,8.6
postcode 4005 queensland,https://www.yourpropertyguide.com.au/postcodes/4005,0,6,0,8.7
postcode 4007,https://www.yourpropertyguide.com.au/suburbs/hamilton-qld-4007,0,22,0,11.3
postcode 4007 queensland,https://www.yourpropertyguide.com.au/suburbs/doomben-qld-4007,0,1,0,13
postcode 4007 queensland,https://www.yourpropertyguide.com.au/suburbs/hamilton-qld-4007,0,4,0,12.8
postcode 4008,https://www.yourpropertyguide.com.au/suburbs/pinkenba-qld-4008,0,4,0,11.8
postcode 4013,https://www.yourpropertyguide.com.au/postcodes/4013,0,7,0,8.7
postcode 4013,https://www.yourpropertyguide.com.au/suburbs/northgate-qld-4013,0,3,0,10
postcode 4014,https://www.yourpropertyguide.com.au/postcodes/4014,0,1,0,11
postcode 4017,https://www.yourpropertyguide.com.au/suburbs/nashville-qld-4017,0,1,0,23
postcode 4018,https://www.yourpropertyguide.com.au/suburbs/taigum-qld-4018,0,44,0,10.2
postcode 4019,https://www.yourpropertyguide.com.au/suburbs/humpybong-qld-4019,0,2,0,11
postcode 4020,https://www.yourpropertyguide.com.au/suburbs/newport-qld-4020,0,2,0,13
postcode 4020,https://www.yourpropertyguide.com.au/suburbs/redcliffe-north-qld-4020,0,1,0,14
postcode 4031,https://www.yourpropertyguide.com.au/postcodes/4031,0,2,0,11
postcode 4032,https://www.yourpropertyguide.com.au/suburbs/chermside-south-qld-4032,0,2,0,13
postcode 4034 suburb,https://www.yourpropertyguide.com.au/suburbs/aspley-qld-4034,0,2,0,12
postcode 4054,https://www.yourpropertyguide.com.au/postcodes/4054,0,1,0,14
postcode 4054,https://www.yourpropertyguide.com.au/suburbs/arana-hills-qld-4054,0,1,0,35
postcode 4064,https://www.yourpropertyguide.com.au/suburbs/paddington-qld-4064,0,1,0,32
postcode 4065,https://www.yourpropertyguide.com.au/postcodes/4565,0,2,0,35
postcode 4067,https://www.yourpropertyguide.com.au/postcodes/4067,0,9,0,8.8
postcode 4069,https://www.yourpropertyguide.com.au/suburbs/kenmore-east-qld-4069,0,4,0,10
postcode 4069 suburb,https://www.yourpropertyguide.com.au/suburbs/kenmore-east-qld-4069,0,7,0,12.1
postcode 4073,https://www.yourpropertyguide.com.au/postcodes/4073,0,3,0,12.7
postcode 4077 suburb,https://www.yourpropertyguide.com.au/suburbs/inala-heights-qld-4077,0,1,0,8
postcode 4101,https://www.yourpropertyguide.com.au/suburbs/south-brisbane-bc-qld-4101,0,1,0,19
postcode 4102,https://www.yourpropertyguide.com.au/postcodes/4102,0,8,0,10.1
postcode 4102,https://www.yourpropertyguide.com.au/suburbs/dutton-park-qld-4102,0,1,0,12
postcode 4102,https://www.yourpropertyguide.com.au/suburbs/woolloongabba-qld-4102,0,4,0,17.2
postcode 4103,https://www.yourpropertyguide.com.au/postcodes/4103,0,1,0,9
postcode 4104,https://www.yourpropertyguide.com.au/postcodes/4104,0,1,0,11
postcode 4107,https://www.yourpropertyguide.com.au/suburbs/salisbury-qld-4107,0,2,0,9
postcode 4110,https://www.yourpropertyguide.com.au/suburbs/acacia-ridge-dc-qld-4110,0,1,0,23
postcode 4113,https://www.yourpropertyguide.com.au/suburbs/eight-mile-plains-qld-4113,0,8,0,11.1
postcode 4114,https://www.yourpropertyguide.com.au/suburbs/logan-central-qld-4114,0,21,0,9.2
postcode 4114,https://www.yourpropertyguide.com.au/suburbs/logan-city-dc-qld-4114,0,2,0,14
postcode 4114 suburb,https://www.yourpropertyguide.com.au/suburbs/logan-central-qld-4114,0,2,0,7.5
postcode 4116,https://www.yourpropertyguide.com.au/postcodes/4116,0,61,0,10.3
postcode 4116,https://www.yourpropertyguide.com.au/suburbs/calamvale-qld-4116,0,2,0,43
postcode 4118,https://www.yourpropertyguide.com.au/postcodes/4118,0,88,0,8.4
postcode 4118,https://www.yourpropertyguide.com.au/suburbs/browns-plains-bc-qld-4118,0,20,0,7
postcode 4118,https://www.yourpropertyguide.com.au/suburbs/browns-plains-qld-4118,0,2,0,30.5
postcode 4118 suburb,https://www.yourpropertyguide.com.au/postcodes/4118,0,16,0,10
postcode 4120,https://www.yourpropertyguide.com.au/postcodes/4120,0,9,0,13.1
postcode 4121,https://www.yourpropertyguide.com.au/suburbs/holland-park-qld-4121,0,1,0,31
postcode 4121,https://www.yourpropertyguide.com.au/suburbs/holland-park-west-qld-4121,0,2,0,38
postcode 4122 suburb,https://www.yourpropertyguide.com.au/suburbs/upper-mount-gravatt-bc-qld-4122,0,4,0,11
postcode 4123,https://www.yourpropertyguide.com.au/suburbs/rochedale-qld-4123,0,29,0,10.6
postcode 4123,https://www.yourpropertyguide.com.au/suburbs/rochedale-south-qld-4123,0,1,0,11
postcode 4124,https://www.yourpropertyguide.com.au/suburbs/silverbark-ridge-qld-4124,0,1,0,16
postcode 4128,https://www.yourpropertyguide.com.au/postcodes/4728,0,1,0,45
postcode 4128,https://www.yourpropertyguide.com.au/suburbs/shailer-park-qld-4128,0,1,0,24
postcode 4129,https://www.yourpropertyguide.com.au/postcodes/4129,0,1,0,19
postcode 4129,https://www.yourpropertyguide.com.au/suburbs/loganholme-bc-qld-4129,0,29,0,9.8
postcode 4129,https://www.yourpropertyguide.com.au/suburbs/loganholme-sa-4129,0,2,0,9.5
postcode 4131,https://www.yourpropertyguide.com.au/postcodes/4031,0,1,0,38
postcode 4133,https://www.yourpropertyguide.com.au/suburbs/logan-reserve-qld-4133,0,1,0,11
postcode 4152,https://www.yourpropertyguide.com.au/suburbs/carina-north-qld-4152,0,2,0,16.5
postcode 4153,https://www.yourpropertyguide.com.au/suburbs/belmont-qld-4153,0,3,0,10.7
postcode 4155,https://www.yourpropertyguide.com.au/postcodes/4155,0,1,0,11
postcode 4159,https://www.yourpropertyguide.com.au/postcodes/4159,0,2,0,12
postcode 4160,https://www.yourpropertyguide.com.au/postcodes/4160,0,3,0,12
postcode 4164,https://www.yourpropertyguide.com.au/suburbs/thornlands-qld-4164,0,2,0,9.5
postcode 4169,https://www.yourpropertyguide.com.au/postcodes/4169,0,1,0,19
postcode 4170,https://www.yourpropertyguide.com.au/postcodes/4370,0,2,0,32
postcode 4172,https://www.yourpropertyguide.com.au/postcodes/4172,0,10,0,7.6
postcode 4173,https://www.yourpropertyguide.com.au/suburbs/tingalpa-bc-qld-4173,0,12,0,9.2
postcode 4174,https://www.yourpropertyguide.com.au/postcodes/4174,0,2,0,13.5
postcode 4178,https://www.yourpropertyguide.com.au/suburbs/wynnum-west-qld-4178,0,8,0,9.9
postcode 4205,https://www.yourpropertyguide.com.au/suburbs/bethania-qld-4205,0,2,0,11
postcode 4210,https://www.yourpropertyguide.com.au/suburbs/maudsland-qld-4210,0,1,0,44
postcode 4210,https://yourpropertyguide.com.au/suburbs/guanaba-qld-4210,0,4,0,8.5
postcode 4211,https://www.yourpropertyguide.com.au/suburbs/latimer-qld-4211,0,1,0,30
postcode 4212,https://www.yourpropertyguide.com.au/postcodes/4212,0,29,0,8.5
postcode 4212 queensland,https://www.yourpropertyguide.com.au/postcodes/4212,0,7,0,8.3
postcode 4217,https://www.yourpropertyguide.com.au/suburbs/paradise-waters-qld-4217,0,1,0,10
postcode 4217,https://www.yourpropertyguide.com.au/suburbs/surfers-paradise-qld-4217,0,235,0,8.9
postcode 4217 qld,https://www.yourpropertyguide.com.au/suburbs/surfers-paradise-qld-4217,0,29,0,9.8
postcode 4217 suburb,https://www.yourpropertyguide.com.au/suburbs/surfers-paradise-qld-4217,0,2,0,4.5
postcode 4218,https://www.yourpropertyguide.com.au/postcodes/4218,0,14,0,10.6
postcode 4218 qld,https://www.yourpropertyguide.com.au/postcodes/4218,0,2,0,10
postcode 4219,https://www.yourpropertyguide.com.au/postcodes/4219,0,9,0,4.8
postcode 4220,https://www.yourpropertyguide.com.au/postcodes/4220,0,34,0,8.4
postcode 4220 qld,https://www.yourpropertyguide.com.au/postcodes/4220,0,11,0,9.9
postcode 4220 qld,https://www.yourpropertyguide.com.au/suburbs/burleigh-bc-qld-4220,0,1,0,12
postcode 4224,https://www.yourpropertyguide.com.au/suburbs/tugun-heights-qld-4224,0,2,0,10
postcode 4225,https://www.yourpropertyguide.com.au/postcodes/4225,0,12,0,10.2
postcode 4226,https://www.yourpropertyguide.com.au/postcodes/4226,0,113,0,11.8
postcode 4226,https://www.yourpropertyguide.com.au/suburbs/robina-dc-qld-4226,0,2,0,20.5
postcode 4226,https://yourpropertyguide.com.au/suburbs/merrimac-qld-4226,0,1,0,36
postcode 4227,https://www.yourpropertyguide.com.au/postcodes/4227,0,37,0,9.8
postcode 4228,https://www.yourpropertyguide.com.au/suburbs/tallebudgera-valley-qld-4228,0,1,0,12
postcode 4271,https://www.yourpropertyguide.com.au/postcodes/4271,0,1,0,9
postcode 4272,https://www.yourpropertyguide.com.au/suburbs/tamborine-mountain-qld-4272,0,2,0,12
postcode 4280,https://www.yourpropertyguide.com.au/postcodes/4280,0,2,0,23.5
postcode 4280,https://www.yourpropertyguide.com.au/suburbs/jimboomba-qld-4280,0,3,0,40.7
postcode 4280,https://www.yourpropertyguide.com.au/suburbs/riverbend-qld-4280,0,1,0,20
postcode 4280 queensland,https://www.yourpropertyguide.com.au/suburbs/jimboomba-qld-4280,0,1,0,42
postcode 4287,https://www.yourpropertyguide.com.au/suburbs/mount-barney-qld-4287,0,2,0,11
postcode 4305,https://www.yourpropertyguide.com.au/suburbs/north-ipswich-qld-4305,0,2,0,13.5
postcode 4305 queensland,https://www.yourpropertyguide.com.au/suburbs/brassall-heights-qld-4305,0,1,0,11
postcode 4307,https://www.yourpropertyguide.com.au/suburbs/warrill-view-qld-4307,0,2,0,11
postcode 4310,https://www.yourpropertyguide.com.au/postcodes/4310,0,2,0,10.5
postcode 4311,https://www.yourpropertyguide.com.au/suburbs/minden-qld-4311,0,2,0,19.5
postcode 4313,https://www.yourpropertyguide.com.au/suburbs/ottaba-qld-4313,0,1,0,15
postcode 4314,https://www.yourpropertyguide.com.au/suburbs/blackbutt-north-qld-4314,0,2,0,11
postcode 4340,https://www.yourpropertyguide.com.au/suburbs/rosevale-qld-4340,0,1,0,12
postcode 4344,https://www.yourpropertyguide.com.au/suburbs/lockyer-qld-4344,0,7,0,9.7
postcode 4352,https://www.yourpropertyguide.com.au/suburbs/ravensbourne-qld-4352,0,13,0,7.8
postcode 4362,https://www.yourpropertyguide.com.au/postcodes/4362,0,11,0,9
postcode 4370,https://www.yourpropertyguide.com.au/postcodes/4370,0,3,0,13.3
postcode 4400,https://www.yourpropertyguide.com.au/suburbs/kingsthorpe-qld-4400,0,1,0,12
postcode 4406,https://www.yourpropertyguide.com.au/suburbs/halliford-qld-4406,0,1,0,10
postcode 4410,https://www.yourpropertyguide.com.au/postcodes/4410,0,1,0,10
postcode 4415,https://www.yourpropertyguide.com.au/postcodes/4415,0,3,0,10.3
postcode 4415,https://www.yourpropertyguide.com.au/suburbs/hookswood-qld-4415,0,5,0,10.8
postcode 4419,https://www.yourpropertyguide.com.au/suburbs/roche-creek-qld-4419,0,3,0,10.3
postcode 4428,https://www.yourpropertyguide.com.au/postcodes/4428,0,4,0,7
postcode 4454,https://www.yourpropertyguide.com.au/suburbs/hutton-creek-qld-4454,0,1,0,11
postcode 4455,https://www.yourpropertyguide.com.au/suburbs/bungil-qld-4455,0,1,0,10
postcode 4480,https://www.yourpropertyguide.com.au/postcodes/4480,0,6,0,7.3
postcode 4498,https://www.yourpropertyguide.com.au/postcodes/4498,0,1,0,10
postcode 4502,https://www.yourpropertyguide.com.au/suburbs/frenchs-forest-qld-4502,0,4,0,10.8
postcode 4504,https://www.yourpropertyguide.com.au/postcodes/4504,0,1,0,11
postcode 4506,https://www.yourpropertyguide.com.au/suburbs/morayfield-qld-4506,0,52,0,7.5
postcode 4515,https://www.yourpropertyguide.com.au/suburbs/mount-kilcoy-qld-4515,0,1,0,20
postcode 4516,https://www.yourpropertyguide.com.au/postcodes/4516,0,1,0,11
postcode 4519,https://www.yourpropertyguide.com.au/postcodes/4519,0,21,0,8.8
postcode 4550,https://www.yourpropertyguide.com.au/postcodes/4550,0,14,0,9.6
postcode 4551 qld,https://www.yourpropertyguide.com.au/suburbs/little-mountain-qld-4551,0,5,0,10.6
postcode 4553,https://www.yourpropertyguide.com.au/postcodes/4553,0,24,0,10.2
postcode 4553,https://www.yourpropertyguide.com.au/suburbs/glenview-qld-4553,0,1,0,10
postcode 4556,https://www.yourpropertyguide.com.au/suburbs/buderim-qld-4556,0,107,0,9.5
postcode 4556 qld,https://www.yourpropertyguide.com.au/suburbs/buderim-qld-4556,0,4,0,10.2
postcode 4557,https://www.yourpropertyguide.com.au/postcodes/4557,0,1,0,12
postcode 4559,https://www.yourpropertyguide.com.au/postcodes/4559,0,2,0,25
postcode 4561,https://www.yourpropertyguide.com.au/suburbs/yandina-creek-qld-4561,0,17,0,10.1
postcode 4563,https://www.yourpropertyguide.com.au/suburbs/cooroy-qld-4563,0,1,0,26
postcode 4564,https://www.yourpropertyguide.com.au/suburbs/marcoola-qld-4564,0,14,0,9.8
postcode 4564,https://www.yourpropertyguide.com.au/suburbs/pacific-paradise-qld-4564,0,33,0,9.9
postcode 4565,https://www.yourpropertyguide.com.au/postcodes/4565,0,36,0,9.9
postcode 4565,https://www.yourpropertyguide.com.au/suburbs/cootharaba-qld-4565,0,1,0,35
postcode 4565,https://www.yourpropertyguide.com.au/suburbs/lake-cootharaba-qld-4565,0,1,0,30
postcode 4565,https://www.yourpropertyguide.com.au/suburbs/tewantin-qld-4565,0,1,0,20
postcode 4566,https://www.yourpropertyguide.com.au/postcodes/4566,0,14,0,8.7
postcode 4566,https://www.yourpropertyguide.com.au/suburbs/noosaville-bc-qld-4566,0,13,0,9.7
postcode 4567,https://www.yourpropertyguide.com.au/suburbs/sunrise-beach-qld-4567,0,1,0,13
postcode 4568,https://www.yourpropertyguide.com.au/postcodes/4568,0,1,0,20
postcode 4574,https://www.yourpropertyguide.com.au/suburbs/kenilworth-qld-4574,0,3,0,10
postcode 4575,https://www.yourpropertyguide.com.au/postcodes/4575,0,11,0,8.1
postcode 4575,https://www.yourpropertyguide.com.au/suburbs/parrearra-qld-4575,0,72,0,9.6
postcode 4575 queensland,https://www.yourpropertyguide.com.au/postcodes/4575,0,6,0,9.7
postcode 4575 queensland,https://www.yourpropertyguide.com.au/suburbs/parrearra-qld-4575,0,2,0,9
postcode 4580,https://www.yourpropertyguide.com.au/suburbs/cooloola-qld-4580,0,3,0,10.7
postcode 4605,https://www.yourpropertyguide.com.au/postcodes/4605,0,22,0,9.0
postcode 4605,https://www.yourpropertyguide.com.au/suburbs/glenrock-qld-4605,0,43,0,11.2
postcode 4606,https://www.yourpropertyguide.com.au/suburbs/leafdale-qld-4606,0,2,0,12.5
postcode 4621,https://www.yourpropertyguide.com.au/suburbs/coalstoun-lakes-qld-4621,0,6,0,10.8
postcode 4630 queensland suburbs,https://www.yourpropertyguide.com.au/postcodes/4630,0,3,0,4.7
postcode 4670,https://www.yourpropertyguide.com.au/suburbs/bundaberg-north-qld-4670,0,2,0,24
postcode 4670,https://www.yourpropertyguide.com.au/suburbs/bundaberg-qld-4670,0,1,0,33
postcode 4671,https://www.yourpropertyguide.com.au/suburbs/bungadoo-qld-4671,0,2,0,10.5
postcode 4677,https://www.yourpropertyguide.com.au/postcodes/4817,0,1,0,31
postcode 4701,https://www.yourpropertyguide.com.au/suburbs/north-rockhampton-qld-4701,0,7,0,2.4
postcode 4701 queensland,https://www.yourpropertyguide.com.au/suburbs/north-rockhampton-qld-4701,0,2,0,6
postcode 4715,https://www.yourpropertyguide.com.au/suburbs/dumgree-qld-4715,0,1,0,29
postcode 4718,https://www.yourpropertyguide.com.au/suburbs/kianga-qld-4718,0,2,0,12.5
postcode 4718,https://www.yourpropertyguide.com.au/suburbs/mungabunda-qld-4718,0,14,0,9
postcode 4725,https://www.yourpropertyguide.com.au/suburbs/saltern-qld-4725,0,1,0,11
postcode 4730,https://www.yourpropertyguide.com.au/suburbs/stonehenge-qld-4730,0,1,0,12
postcode 4740,https://www.yourpropertyguide.com.au/suburbs/east-mackay-qld-4740,0,1,0,17
postcode 4742,https://www.yourpropertyguide.com.au/suburbs/nebo-qld-4742,0,1,0,9
postcode 4745,https://www.yourpropertyguide.com.au/suburbs/dysart-qld-4745,0,15,0,9.1
postcode 4801,https://www.yourpropertyguide.com.au/postcodes/4801,0,6,0,4.3
postcode 4802,https://www.yourpropertyguide.com.au/suburbs/airlie-beach-qld-4802,0,11,0,11.5
postcode 4817,https://www.yourpropertyguide.com.au/postcodes/4817,0,19,0,7.6
postcode 4820,https://www.yourpropertyguide.com.au/suburbs/campaspe-qld-4820,0,1,0,12
postcode 4820,https://www.yourpropertyguide.com.au/suburbs/charters-towers-qld-4820,0,1,0,13
postcode 4820,https://www.yourpropertyguide.com.au/suburbs/dotswood-qld-4820,0,1,0,13
postcode 4820,https://www.yourpropertyguide.com.au/suburbs/millchester-qld-4820,0,1,0,1
postcode 4822,https://www.yourpropertyguide.com.au/postcodes/4822,0,12,0,6
postcode 4822,https://www.yourpropertyguide.com.au/suburbs/maxwelton-qld-4822,0,1,0,8
postcode 4822,https://www.yourpropertyguide.com.au/suburbs/saxby-qld-4822,0,1,0,10
postcode 4825,https://www.yourpropertyguide.com.au/suburbs/gunpowder-qld-4825,0,1,0,22
postcode 4850,https://www.yourpropertyguide.com.au/suburbs/ingham-qld-4850,0,2,0,17
postcode 4852,https://www.yourpropertyguide.com.au/suburbs/carmoo-qld-4852,0,6,0,10.8
postcode 4854,https://www.yourpropertyguide.com.au/suburbs/birkalla-qld-4854,0,1,0,9
postcode 4854,https://www.yourpropertyguide.com.au/suburbs/djarawong-qld-4854,0,1,0,12
postcode 4860,https://www.yourpropertyguide.com.au/suburbs/east-innisfail-qld-4860,0,11,0,10.5
postcode 4868,https://www.yourpropertyguide.com.au/suburbs/mount-sheridan-qld-4868,0,1,0,15
postcode 4869,https://www.yourpropertyguide.com.au/postcodes/4869,0,17,0,8.9
postcode 4869,https://www.yourpropertyguide.com.au/suburbs/bentley-park-qld-4869,0,1,0,10
postcode 4871,https://www.yourpropertyguide.com.au/suburbs/green-island-qld-4871,0,1,0,11
postcode 4876,https://www.yourpropertyguide.com.au/postcodes/4876,0,1,0,10
postcode 4877,https://www.yourpropertyguide.com.au/suburbs/port-douglas-qld-4877,0,1,0,17
postcode 4878,https://www.yourpropertyguide.com.au/suburbs/smithfield-qld-4878,0,2,0,13
postcode 4879,https://www.yourpropertyguide.com.au/postcodes/4879,0,1,0,21
postcode 4881,https://www.yourpropertyguide.com.au/postcodes/4881,0,13,0,8.8
postcode 4883,https://www.yourpropertyguide.com.au/postcodes/4883,0,15,0,10
postcode 4890,https://www.yourpropertyguide.com.au/suburbs/normanton-qld-4890,0,2,0,11.5
postcode 5006,https://www.yourpropertyguide.com.au/postcodes/5006,0,1,0,14
postcode 5013,https://www.yourpropertyguide.com.au/suburbs/wingfield-sa-5013,0,15,0,9.9
postcode 5015,https://www.yourpropertyguide.com.au/suburbs/port-adelaide-bc-sa-5015,0,1,0,11
postcode 5015,https://www.yourpropertyguide.com.au/suburbs/port-adelaide-sa-5015,0,1,0,11
postcode 5015,https://www.yourpropertyguide.com.au/suburbs/torrens-island-sa-5015,0,1,0,11
postcode 5019,https://www.yourpropertyguide.com.au/postcodes/5019,0,1,0,9
postcode 5020,https://www.yourpropertyguide.com.au/postcodes/5020,0,3,0,10.7
postcode 5024,https://www.yourpropertyguide.com.au/postcodes/5024,0,2,0,1
postcode 5025,https://www.yourpropertyguide.com.au/suburbs/kidman-park-sa-5025,0,1,0,12
postcode 5031,https://www.yourpropertyguide.com.au/suburbs/mile-end-south-sa-5031,0,1,0,11
postcode 5034,https://www.yourpropertyguide.com.au/suburbs/goodwood-sa-5034,0,6,0,9
postcode 5037,https://www.yourpropertyguide.com.au/postcodes/5037,0,6,0,10.3
postcode 5038,https://www.yourpropertyguide.com.au/suburbs/plympton-sa-5038,0,1,0,18
postcode 5042,https://www.yourpropertyguide.com.au/postcodes/5042,0,5,0,10
postcode 5043,https://www.yourpropertyguide.com.au/suburbs/morphettville-sa-5043,0,1,0,11
postcode 5045,https://www.yourpropertyguide.com.au/suburbs/glenelg-south-sa-5045,0,2,0,10.5
postcode 5047,https://www.yourpropertyguide.com.au/postcodes/5047,0,1,0,12
postcode 5061,https://www.yourpropertyguide.com.au/postcodes/3561,0,2,0,38
postcode 5061,https://www.yourpropertyguide.com.au/postcodes/5061,0,29,0,8.3
postcode 5061,https://www.yourpropertyguide.com.au/suburbs/unley-bc-sa-5061,0,1,0,10
postcode 5061,https://www.yourpropertyguide.com.au/suburbs/unley-dc-sa-5061,0,5,0,10.8
postcode 5061,https://www.yourpropertyguide.com.au/suburbs/unley-park-sa-5061,0,4,0,12.8
postcode 5062,https://www.yourpropertyguide.com.au/suburbs/mitcham-sa-5062,0,1,0,11
postcode 5065,https://www.yourpropertyguide.com.au/postcodes/5065,0,11,0,8.9
